Date,Open,High,Low,Close,Volume
2020-01-02,5.934968570207183,5.963804244995117,5.8845060207937,5.963804244995117,237536000
2020-01-03,5.844233913695736,5.912097802856729,5.8193753167124,5.868346691131592,205384000
2020-01-06,5.775128136185318,5.898177473983396,5.749026818972195,5.8929572105407715,262636000
2020-01-07,5.921295338837738,6.010040281790685,5.876301509096684,5.964300632476807,314856000
2020-01-08,5.960073940201328,6.016751479720285,5.920051929536978,5.9754862785339355,277108000
2020-01-09,6.0617445441120035,6.113450263336091,5.987417691261928,6.041111946105957,255112000
2020-01-10,6.148254313226695,6.178581626426708,6.0592609099923775,6.073430061340332,316296000
2020-01-13,6.156456910250187,6.288952489506994,6.133835297475145,6.263845443725586,319840000
2020-01-14,6.221088269155128,6.246444236201566,6.133834971804429,6.147010326385498,359088000
2020-01-15,6.1596876252794495,6.1820603134908225,6.0786488611606115,6.104501724243164,263104000
2020-01-16,6.1579499432133975,6.193994896537789,6.134582977931164,6.188028812408447,284192000
2020-01-17,6.207167801208955,6.214625522525774,6.149247540649398,6.196727275848389,253792000
2020-01-21,6.160184659407499,6.196975416132284,6.129359984155334,6.163416385650635,217916000
2020-01-22,6.208659105515355,6.303867019248585,6.189766591842113,6.21735954284668,239240000
2020-01-23,6.25738300125643,6.294173292221765,6.168638052545545,6.285721302032471,244516000
2020-01-24,6.40106531450616,6.450782516313014,6.172367039643706,6.226558685302734,373512000
2020-01-27,5.922290610131101,6.0219734668079825,5.772891023514302,5.97101354598999,470536000
2020-01-28,6.036886854345319,6.19647847807783,5.98368948838839,6.164162635803223,310976000
2020-01-29,6.149745001380459,6.185789943729785,6.0639828644708,6.103756904602051,258848000
2020-01-30,6.0060631260830695,6.123892669348195,5.951126138120667,6.110468864440918,290504000
2020-01-31,6.064730001738358,6.076662168956458,5.835534813466124,5.8772969245910645,370420000
2020-02-03,5.859149408225992,5.993634007995882,5.852934876956835,5.974244594573975,255564000
2020-02-04,6.115937429917117,6.162422897112003,6.065971787601257,6.14328145980835,271544000
2020-02-05,6.264093401410666,6.274285477663795,6.1502414234516865,6.233517646789551,208220000
2020-02-06,6.26782374742976,6.320274829864502,6.1867849664456935,6.320274829864502,218284000
2020-02-07,6.2802521818150865,6.302376423964702,6.2287948985436135,6.254150867462158,189752000
2020-02-10,6.276772881473703,6.537787009661811,6.271801066388234,6.537041664123535,529608000
2020-02-11,6.645175046983783,6.7739420040767095,6.583277238541487,6.65934419631958,638556000
2020-02-12,6.7120441233812835,6.781399652596957,6.673264825343856,6.774936199188232,374644000
2020-02-13,6.717016762163457,6.798303991866709,6.689672254333135,6.7311859130859375,528016000
2020-02-14,7.140853762856807,7.332512804476498,7.109532184607518,7.2037458419799805,1041924000
2020-02-18,7.100582772620869,7.3906819386275275,7.081193359788082,7.372286319732666,620164000
2020-02-19,7.494590248906968,7.8406206663356475,7.494590248906968,7.822970867156982,694332000
2020-02-20,7.774994988942748,7.863242571008195,7.3668182731537275,7.673820972442627,810052000
2020-02-21,7.561707956830877,7.586815002385468,7.2253722619940195,7.3101396560668945,768180000
2020-02-24,6.716518843394687,7.006866456625877,6.662078754814775,6.793331623077393,856916000
2020-02-25,6.868404625054031,6.930302438174281,6.412499740881943,6.514171123504639,1055496000
2020-02-26,6.5144194445871815,6.847274989769168,6.512928279510308,6.653378486633301,747732000
2020-02-27,6.340222943534122,6.641191014108092,6.190734008300934,6.283014297485352,906416000
2020-02-28,6.030797972715024,6.7769991482412415,6.014132953557164,6.7175517082214355,1133252000
2020-03-02,6.887436000024887,6.904598685338675,6.491949395482949,6.8757452964782715,890744000
2020-03-03,6.931462850373076,6.991158887369875,6.528265410526086,6.61358118057251,652792000
2020-03-04,6.720786112979837,7.086175961601068,6.646165702503717,7.076724052429199,597408000
2020-03-05,6.877486969671298,7.044138573937588,6.753120114977706,6.797643661499023,540328000
2020-03-06,6.6183077710905955,6.675765493007833,6.417330754575252,6.617312908172607,515412000
2020-03-09,5.967121232107211,6.452152122735641,5.924339291244582,6.104919910430908,614160000
2020-03-10,6.381014182098124,6.493939399719238,6.118600526730272,6.493939399719238,580648000
2020-03-11,6.354152046429975,6.3825077726804995,6.033534363514282,6.130540370941162,499964000
2020-03-12,5.607949283641734,5.8730993757296215,5.367672653781858,5.3803582191467285,816540000
2020-03-13,5.733312068605224,5.994979953996098,5.462441346775268,5.990502834320068,634836000
2020-03-16,5.28335358926961,5.623870451229937,4.825434836944395,4.885130882263184,726972000
2020-03-17,4.997308990591307,5.493532962867673,4.750814071544446,5.404237270355225,833632000
2020-03-18,4.977161561552436,5.221915344621923,4.494120840313374,5.044816970825195,874268000
2020-03-19,5.023426414589291,5.3908064456390665,4.810261985939699,5.297282695770264,765512000
2020-03-20,5.447268674676942,5.728835253713744,5.102275202274465,5.117696762084961,804636000
2020-03-23,5.1167009402216665,5.384587537043199,4.937861436737908,5.290317058563232,643876000
2020-03-24,5.696003311904587,6.284507700206213,5.672373774240404,6.197947978973389,1101644000
2020-03-25,6.3128613076656235,6.5123457531006785,6.060645342640623,6.1093974113464355,793432000
2020-03-26,6.316343007132028,6.522294753716267,6.218342158638994,6.398425579071045,696108000
2020-03-27,6.21834230027914,6.544680972514538,6.185509460524416,6.2862467765808105,638828000
2020-03-30,6.351664371055623,6.615322467118645,6.307638489346079,6.606119155883789,602252000
2020-03-31,6.646165858837686,6.850127939399178,6.411112532873949,6.55662202835083,949960000
2020-04-01,6.358877293798993,6.5051325489684855,6.0014468918111765,6.0459699630737305,656912000
2020-04-02,6.0750723908705835,6.367583396823031,6.0270670594457165,6.354400634765625,675764000
2020-04-03,6.316840683163334,6.358379163287888,5.929562530422744,6.066863536834717,663212000
2020-04-06,6.348678972084709,6.712825281839305,6.291221263715193,6.6760125160217285,727884000
2020-04-07,6.897385191734249,6.92101519619481,6.399917805827614,6.442948818206787,784520000
2020-04-08,6.551895643674328,6.664820884410163,6.482001425407464,6.639947414398193,542444000
2020-04-09,6.765557136655976,6.7884404027807115,6.477523263677439,6.54045295715332,525564000
2020-04-13,6.480757091589397,6.720785167160998,6.392456735653417,6.7120795249938965,398408000
2020-04-14,6.840177873439645,7.096870991524128,6.8125684130235316,7.0627946853637695,530948000
2020-04-15,6.894898714057057,7.0682662463296895,6.849629373283734,6.985437870025635,366148000
2020-04-16,7.140647674170319,7.437138127768252,7.127464912267185,7.3301825523376465,745620000
2020-04-17,7.41226513448081,7.433656345818027,7.137165873276941,7.270984649658203,539120000
2020-04-20,7.144627829354325,7.300335006334705,7.095627159726841,7.139901638031006,449388000
2020-04-21,7.0220011645795735,7.08318925121462,6.643925834474063,6.703621864318848,735160000
2020-04-22,6.8956450294305265,7.160297985277611,6.850127091236819,7.117515563964844,483356000
2020-04-23,7.1595510947877585,7.291379655385693,7.039163692591461,7.064285755157471,424160000
2020-04-24,7.054087978242391,7.205068949035195,6.979467582590378,7.2030792236328125,352328000
2020-04-27,7.33739567875183,7.549068019332365,7.312770810511695,7.389380931854248,479388000
2020-04-28,7.536632034839591,7.566480291999541,7.241634092483355,7.247106075286865,442904000
2020-04-29,7.381671326882136,7.476439012322255,7.306553724860844,7.423707485198975,379160000
2020-04-30,7.369732449705098,7.423707914343984,7.256061414449958,7.26999044418335,375916000
2020-05-01,7.0727439323957615,7.185917767812462,6.985438429326991,7.033692836761475,342096000
2020-05-04,6.986432764934915,7.259045096885763,6.986432764934915,7.245364665985107,317556000
2020-05-05,7.349336431311147,7.468728519073253,7.245365430153509,7.306305408477783,368896000
2020-05-06,7.385649386962077,7.511757355632686,7.347841761181275,7.407040119171143,323464000
2020-05-07,7.546084248410527,7.646323918023772,7.4948452521720315,7.583145618438721,373732000
2020-05-08,7.6547801034035805,7.779146962839616,7.620952397339861,7.772928714752197,339216000
2020-05-11,7.7679559822995365,8.071411503262857,7.739351653989757,8.024649620056152,469060000
2020-05-12,8.08235371634575,8.131105315022058,7.753279002014851,7.762979507446289,493060000
2020-05-13,7.877396787105867,8.037581075925017,7.556281469377941,7.740593433380127,625852000
2020-05-14,7.802031017743821,7.995297231347669,7.648562162805694,7.989825248718262,602312000
2020-05-15,7.849786375477367,8.457442491393842,7.834116221625606,8.447742462158203,987660000
2020-05-18,8.71612984047994,8.871339869496333,8.636535099780891,8.705931663513184,774460000
2020-05-19,8.74572658115145,9.041470783714418,8.71836571880114,8.760899543762207,717320000
2020-05-20,8.945458854708415,8.997195509235931,8.843726673941868,8.924565315246582,587536000
2020-05-21,9.005652192681852,9.006646580896131,8.693242552685641,8.730801582336426,761068000
2020-05-22,8.780549550249997,9.046944125761256,8.669117319003607,8.980531692504883,1038764000
2020-05-26,9.110371082978151,9.135245028089948,8.628076531061675,8.67359447479248,770780000
